"","i","effect_size","rho_predictors","n","causal_struc","shap_time","megashap_time","ji_shap","ji_mshap","cor_shap","cor_mshap"
"14",14,0.205568879460526,0.844836354843798,800,"cond_imp",1.14299297332764,0.160758018493652,0.666666666666667,0.666666666666667,0.596742257811587,0.587837127975992
"15",15,0.387561453742157,0.551554303877823,400,"cond_imp",0.910706996917725,0.155498027801514,0.666666666666667,0.666666666666667,0.518092583348957,0.528779828376262
"16",16,0.00377660146577589,0.12643534720376,100,"interaction",0.861295938491821,0.134130954742432,0.428571428571429,0.428571428571429,0.350885109731108,0.308080906926164
"17",17,0.175137518818631,0.617096501462178,800,"interaction",1.18822002410889,0.164572954177856,0.428571428571429,0.428571428571429,0.768870293524866,0.769806492402777
"18",18,0.121104963633658,0.47740370021201,800,"multiplicative",1.16401195526123,0.163499116897583,0.666666666666667,0.666666666666667,0.571947926103423,0.56415768273545
"19",19,0.0930604858222839,0.56451819055243,100,"suppression",0.793777942657471,0.138118982315063,0.428571428571429,0.428571428571429,0.646711400090117,0.666440473781061
"20",20,0.386002240443711,0.238743360750056,200,"cond_imp",0.805200099945068,0.138834953308105,0.666666666666667,0.666666666666667,0.608317103001433,0.615637475700845
"21",21,0.411716978912505,0.545318530971709,400,"cond_imp",1.00996994972229,0.148163080215454,0.666666666666667,0.666666666666667,0.705929795391779,0.676296039448648
"22",22,0.0521219980533644,0.839830667359005,200,"signal_diff",0.837340116500854,0.147437810897827,0.111111111111111,0.111111111111111,-0.339918017757677,-0.356265171844965
"23",23,0.406494430487706,0.646024280268012,800,"suppression",1.16774296760559,0.161671161651611,0.666666666666667,0.666666666666667,0.879819401789021,0.870516629563104
"24",24,0.246509541634932,0.756753514079547,100,"cond_imp",0.753787994384766,0.139755964279175,0.428571428571429,0.428571428571429,-0.0733442669767097,-0.110698022382831
"25",25,0.528180025066586,0.382655790586119,100,"multiplicative",0.764448165893555,0.137415885925293,0.428571428571429,0.25,0.232653837733721,0.170309881179271
"26",26,0.242335007061642,0.490643709631146,200,"local_only",0.820946931838989,0.144830942153931,0.428571428571429,0.428571428571429,0.636090383836695,0.698188827936938
"27",27,0.180886739404975,0.172795104990104,1600,"linear",1.81302690505981,0.193805932998657,1,1,0.933325245984142,0.932427653884216
"28",28,0.424053833261877,0.437437013277528,800,"linear",1.19440484046936,0.166748046875,1,1,0.789911939385288,0.795742799983443
"29",29,0.533949424666697,0.528176774773926,200,"cond_imp",0.814397096633911,0.146367073059082,0.666666666666667,0.666666666666667,0.839658679235499,0.816877313162861
"30",30,0.516432254812193,0.360726121750435,1600,"cond_imp",1.76031899452209,0.186910152435303,1,1,0.83768394062032,0.838170255774504
"31",31,0.146823211186386,0.744411107208,100,"signal_diff",0.761516094207764,0.141579866409302,0.666666666666667,0.666666666666667,0.312116577654388,0.321755825015153
"32",32,0.217047990845978,0.157090904767371,100,"cond_imp",0.754486083984375,0.139420032501221,0.428571428571429,0.428571428571429,0.338069892923693,0.339405532703255
"33",33,0.393896371016848,0.746807884666147,200,"signal_diff",0.805589914321899,0.147787094116211,0.428571428571429,0.428571428571429,0.724784630038179,0.692174992991387
"34",34,0.199242457105413,0.711052942508602,1600,"linear",1.76659202575684,0.204385995864868,1,1,0.798174975614846,0.783069069615444
"35",35,0.166512922950715,0.482287388671138,100,"interaction",0.771627902984619,0.140505075454712,0.25,0.25,0.290851389476943,0.323027821358265
"36",36,0.362242162447975,0.210123891198488,800,"interaction",1.16808295249939,0.172206163406372,0.666666666666667,0.666666666666667,0.872551585415816,0.871934004801793
"37",37,0.257947749750021,0.62021532983165,100,"suppression",0.778738021850586,0.138359069824219,0.428571428571429,0.25,0.21582328773259,0.217619034250767
"38",38,0.165261790569511,0.782619208117201,800,"multiplicative",1.18550896644592,0.169830083847046,0.666666666666667,0.666666666666667,0.625157426301809,0.631611145835253
"39",39,0.43065762663651,0.742635477210437,200,"linear",0.938821077346802,0.145856857299805,0.666666666666667,0.666666666666667,0.316344966021737,0.268463482849285
"40",40,0.448216187029371,0.766079403353975,100,"suppression",0.752716064453125,0.156429767608643,0.666666666666667,0.666666666666667,0.709230470792397,0.630495401731885
"41",41,0.36486579745358,0.72138187029572,200,"interaction",0.806262969970703,0.143681049346924,1,1,0.679140597343423,0.720542895965777
"42",42,0.377090688151043,0.215794855818462,200,"cond_imp",0.810389041900635,0.150563955307007,0.666666666666667,0.666666666666667,0.633502225063033,0.627738755473836
"43",43,0.0514420215738799,0.256595025414546,1600,"signal_diff",1.67032313346863,0.192938804626465,0.428571428571429,0.428571428571429,0.919322671715249,0.912895759910348
"44",44,0.454584325699494,0.71172079645049,400,"local_only",0.932078123092651,0.161789894104004,0.666666666666667,0.666666666666667,0.830519316485313,0.814973001132526
"45",45,0.505037499602838,0.552468255118792,200,"interaction",0.832758903503418,0.149003028869629,0.428571428571429,0.428571428571429,0.616679619027198,0.611193568446083
"46",46,0.276489462449636,0.708957437906216,200,"signal_diff",0.834575891494751,0.146958112716675,0.428571428571429,0.428571428571429,0.911392271542492,0.915583887468459
"47",47,0.410973748537372,0.55900444697424,200,"signal_diff",0.922729969024658,0.151201963424683,0.428571428571429,0.428571428571429,0.891640815914274,0.892275909838602
"48",48,0.461466609915964,0.537332587681054,1600,"cond_imp",1.67453122138977,0.19405198097229,0.666666666666667,0.666666666666667,0.714756794907246,0.70484562638303
"49",49,0.346792742408088,0.513990450117275,400,"suppression",0.93705415725708,0.162425994873047,0.666666666666667,0.666666666666667,0.743910266289895,0.728777419459127
"50",50,0.306662331192234,0.547223258838625,400,"interaction",0.963870048522949,0.15038013458252,1,1,0.72972406603421,0.729467743408158
"51",51,0.137153086701371,0.325689678253479,200,"cond_imp",0.82635498046875,0.263018846511841,0.25,0.25,0.332541807068062,0.349218215772377
"52",52,0.460032180530646,0.42984205456617,400,"suppression",0.96291708946228,0.16418194770813,1,1,0.786696745587805,0.794279475980781
"53",53,0.506911314520415,0.0411520138288892,1600,"interaction",1.71978402137756,0.205073118209839,1,1,0.756530235927297,0.746781332367629
"54",54,0.393562605991266,0.524389070289425,400,"cond_imp",0.961534976959229,0.162461042404175,0.428571428571429,0.428571428571429,0.344114462476227,0.330888108150406
"55",55,0.223376201899315,0.300371535210237,800,"cond_imp",1.31663298606873,0.175040006637573,0.666666666666667,0.666666666666667,0.663400829837132,0.666010984714461
"56",56,0.128695179095631,0.252351317296055,100,"suppression",0.79495096206665,0.145088911056519,0.428571428571429,0.428571428571429,0.636365113956179,0.612360603153551
"57",57,0.446898811206909,0.6412753040868,1600,"cond_imp",1.81708192825317,0.207857131958008,0.666666666666667,0.666666666666667,0.747287435734558,0.739324997444171
"58",58,0.459229189138783,0.0583140422891175,400,"multiplicative",0.944325923919678,0.158838987350464,0.428571428571429,0.666666666666667,0.278285534019616,0.272991860279151
"59",59,0.0373796019179181,0.163968860778381,800,"signal_diff",1.22205185890198,0.173377990722656,0.428571428571429,0.428571428571429,0.630444378851521,0.643616667804975
"60",60,0.256325511242195,0.000777213266505944,200,"signal_diff",0.861963033676147,0.156545877456665,0.666666666666667,0.666666666666667,0.871485839702022,0.856732471881996
"61",61,0.228456780714684,0.175432102146996,400,"cond_imp",0.951128005981445,0.15434193611145,0.666666666666667,0.666666666666667,0.665711771117624,0.670137911782714
"62",62,0.296650047205205,0.175833643733849,200,"signal_diff",0.861562967300415,0.158843040466309,0.666666666666667,0.666666666666667,0.958818167515278,0.958017084084804
"63",63,0.0340958447875305,0.0147341375855498,800,"local_only",1.31401109695435,0.176148891448975,0.428571428571429,0.428571428571429,0.456167364631706,0.471820037587266
"64",64,0.178070402620045,0.54072989578634,1600,"signal_diff",1.81776785850525,0.205403089523315,0.666666666666667,0.666666666666667,0.974879710893423,0.975774447757247
"65",65,0.286614754194363,0.0175402828139204,200,"local_only",0.84644603729248,0.148328065872192,0.666666666666667,0.666666666666667,0.860469280300987,0.837774669564562
"66",66,0.444975502126595,0.209331870042027,400,"suppression",0.978456020355225,0.162168979644775,0.666666666666667,0.666666666666667,0.553474005303968,0.587972440717368
"67",67,0.0666536010485024,0.0204496078084964,400,"multiplicative",0.978347063064575,0.161554098129272,0.25,0.25,-0.263303600369785,-0.274453030203049
"68",68,0.593890527991864,0.327030600729018,400,"linear",0.97293496131897,0.158215999603271,1,1,0.841367971822447,0.842552201680099
"69",69,0.0475245813571645,0.215291441204171,1600,"signal_diff",1.8574390411377,0.209383964538574,0.428571428571429,0.428571428571429,0.775150732052659,0.786647011218158
"70",70,0.20778470510133,0.641932930849039,400,"local_only",0.957835912704468,0.160926103591919,0.666666666666667,0.666666666666667,0.877954872047882,0.882971236823823
"71",71,0.313214683567326,0.182336771703802,400,"suppression",0.99323320388794,0.160468816757202,0.666666666666667,0.666666666666667,0.604770154321251,0.619121247491966
"72",72,0.277596522620897,0.51975271776518,1600,"interaction",1.83809614181519,0.214800834655762,1,1,0.874904612148361,0.879837949119254
"73",73,0.453763893941159,0.757174831929702,200,"interaction",0.855093955993652,0.156258106231689,0.666666666666667,0.666666666666667,0.666475879909774,0.659573768062771
"74",74,0.339907480799769,0.485751827651723,100,"linear",0.82685399055481,0.157538890838623,0.666666666666667,0.666666666666667,0.311262828964165,0.304038161594215
"75",75,0.375806428112028,0.650843950262187,1600,"multiplicative",1.82778596878052,0.225871086120605,0.428571428571429,0.428571428571429,0.54449058475909,0.548111048276774
"76",76,0.57325082734138,0.8392562764616,200,"cond_imp",0.866850137710571,0.155421018600464,0.666666666666667,0.666666666666667,0.4747046076752,0.517614358298251
"77",77,0.511894582368916,0.652033804013168,400,"cond_imp",1.10464191436768,0.159605026245117,0.666666666666667,0.666666666666667,0.873624392489594,0.874359864590775
"78",78,0.553143089789376,0.132213557860912,1600,"signal_diff",1.74811005592346,0.211863040924072,0.428571428571429,0.428571428571429,0.959647055767098,0.960639180316632
"79",79,0.352955560482749,0.618791419386076,200,"multiplicative",0.868664979934692,0.152178049087524,0.25,0.25,0.081699019829363,0.100063341567084
"80",80,0.588992343589293,0.708892548980576,200,"multiplicative",0.965993881225586,0.158403158187866,0.428571428571429,0.428571428571429,0.43263813616923,0.42487992999647
"81",81,0.266981881794574,0.89497480971151,1600,"cond_imp",1.75610208511353,0.205122947692871,1,1,0.888965275212996,0.887086941880419
"82",82,0.24722698857617,0.793030918727264,200,"linear",0.860259056091309,0.158915042877197,0.428571428571429,0.428571428571429,0.592576554614492,0.549105024283549
"83",83,0.597777050719044,0.218338524041328,800,"local_only",1.34115409851074,0.186107873916626,0.666666666666667,0.666666666666667,0.852151898035083,0.865211950255081
"84",84,0.0937549620170687,0.372909906545016,200,"multiplicative",0.857559204101562,0.155282020568848,0.428571428571429,0.428571428571429,-0.0576025752694478,-0.04193686346587
"85",85,0.331140752713493,0.837914643619733,100,"cond_imp",0.797067880630493,0.159723043441772,0.428571428571429,0.428571428571429,0.444037175443079,0.352901915557094
"86",86,0.271551829875163,0.437332551080075,1600,"cond_imp",1.76533198356628,0.22176718711853,1,1,0.705075811745798,0.714410263059512
"87",87,0.111287396854669,0.492315424979108,1600,"suppression",1.86520099639893,0.209925889968872,0.666666666666667,0.666666666666667,0.482426024189036,0.471502758558578
"88",88,0.117608173858025,0.728295822601191,1600,"signal_diff",1.76836895942688,0.308511018753052,0.666666666666667,0.666666666666667,0.950743413962169,0.952801607086308
"89",89,0.162564898844226,0.810178105350827,400,"local_only",1.00361084938049,0.163730144500732,0.428571428571429,0.428571428571429,0.88885101372519,0.88072104646206
"90",90,0.463418004519992,0.241200881863428,200,"cond_imp",0.866101980209351,0.165984153747559,0.666666666666667,0.666666666666667,0.602268917466072,0.591688865849138
"91",91,0.261255203779107,0.557760844685663,100,"multiplicative",0.807306051254272,0.151197910308838,0.428571428571429,0.428571428571429,0.148303951448722,0.124941757680438
"92",92,0.250471512111387,0.196669247841277,200,"local_only",0.87204909324646,0.16434383392334,0.666666666666667,0.666666666666667,0.938730197525569,0.941662732548619
"93",93,0.217892516386147,0.786278885520531,1600,"multiplicative",1.88456296920776,0.202419996261597,0.428571428571429,0.428571428571429,0.434041106358276,0.428129875935627
"94",94,0.0581901506296246,0.899419573922472,800,"suppression",1.22667407989502,0.176558017730713,0.666666666666667,0.666666666666667,0.42209080203445,0.424009866930644
"95",95,0.364558415447397,0.657572324707882,200,"signal_diff",0.879541873931885,0.17117714881897,0.428571428571429,0.428571428571429,0.696604864891547,0.714425967315103
"96",96,0.0892866611414649,0.436300397815761,400,"interaction",1.05127096176147,0.165431022644043,1,1,0.885777967308872,0.870217393599017
"97",97,0.0805939980697706,0.226519526172444,1600,"linear",1.90095400810242,0.208757877349854,0.666666666666667,0.666666666666667,0.88813544962885,0.892165153850059
"98",98,0.11184600881859,0.030961758769128,100,"signal_diff",0.835248947143555,0.159329175949097,0.428571428571429,0.428571428571429,0.572168382317406,0.547343455552154
"99",99,0.241014696874436,0.825798067652154,800,"interaction",1.25875020027161,0.171453952789307,1,1,0.893711220877765,0.897967506439312
"100",100,0.023188909940257,0.267096077896651,1600,"multiplicative",1.88994598388672,0.207773923873901,0.428571428571429,0.428571428571429,0.625579862646654,0.625951564194118
"101",101,0.180790123018517,0.445791976369156,1600,"linear",1.78122186660767,0.218256950378418,1,1,0.942448584738263,0.942533828331261
"102",102,0.432222676813211,0.382764394282129,100,"multiplicative",0.824481010437012,0.156155824661255,0.666666666666667,0.666666666666667,0.391321194832911,0.404834649779302
"103",103,0.538466513948756,0.775466037121819,200,"signal_diff",0.889161825180054,0.159219980239868,0.428571428571429,0.428571428571429,0.972881129618742,0.970111253964561
"104",104,0.177478014378675,0.00330983937914637,800,"multiplicative",1.33267903327942,0.181375026702881,0.428571428571429,0.428571428571429,0.445572871167422,0.463246632505315
"105",105,0.0442509439783628,0.39155655641662,400,"local_only",0.989274978637695,0.164525032043457,0.428571428571429,0.428571428571429,0.615543866197551,0.620005731106288
"106",106,0.220027246411347,0.831043454319481,400,"multiplicative",0.994349956512451,0.161182880401611,0.428571428571429,0.428571428571429,0.618800827316527,0.601724945130895
"107",107,0.461184267170338,0.38203831544704,100,"signal_diff",0.823769092559814,0.152230978012085,0.428571428571429,0.428571428571429,-0.108268538468258,-0.157596465996941
"108",108,0.304886806527259,0.816291176618208,800,"multiplicative",1.2403609752655,0.175061941146851,0.666666666666667,0.666666666666667,0.637663735023323,0.624344022946402
"109",109,0.0619581268372225,0.534899960611759,200,"local_only",0.907532930374146,0.163011074066162,0.428571428571429,0.428571428571429,0.591733377967861,0.604673564544429
"110",110,0.224146900331265,0.684143599425878,800,"signal_diff",1.3530158996582,0.187716007232666,0.666666666666667,0.666666666666667,0.929776494965046,0.936505009270631
"111",111,0.117014500112044,0.884994752048261,100,"signal_diff",0.956902980804443,0.1561439037323,0.25,0.25,0.0837308906933809,-0.00330917009829529
"112",112,0.185448978648844,0.506451641568435,1600,"cond_imp",1.91592907905579,0.212140083312988,1,1,0.840969053671476,0.847334460330775
"113",113,0.359383132297474,0.320898346008467,400,"linear",1.00743389129639,0.170016050338745,1,1,0.830900579939415,0.833670885823974
"114",114,0.520729430325264,0.437699654568343,800,"linear",1.27916479110718,0.173960208892822,1,1,0.972900020393463,0.9755957974756
"115",115,0.347901486503777,0.864350175923863,200,"signal_diff",0.957886934280396,0.16238808631897,0.428571428571429,0.428571428571429,0.771884296132701,0.786264770547202
"116",116,0.239027520343131,0.563910894606604,1600,"linear",1.90686106681824,0.231387853622437,1,1,0.924900404720941,0.927334294841929
"117",117,0.0265031151735801,0.0260721820227368,1600,"suppression",1.89574694633484,0.217040061950684,0.666666666666667,0.666666666666667,0.600327820250069,0.598770068154336
"118",118,0.294430853436146,0.129368145719304,1600,"linear",1.90673995018005,0.218853950500488,1,1,0.981500910955127,0.981265568893474
"119",119,0.0548010501541706,0.443481071303613,400,"multiplicative",1.02090001106262,0.169239044189453,0.428571428571429,0.428571428571429,0.415711764023761,0.399530327383292
"120",120,0.382707377710178,0.134785345693899,800,"cond_imp",1.41412806510925,0.187539100646973,1,1,0.604897191065841,0.607512113243705
"121",121,0.475147118892195,0.118022358708235,800,"local_only",1.26825189590454,0.183979034423828,0.666666666666667,0.666666666666667,0.893779583745335,0.899291627278669
"122",122,0.461760307067573,0.305351928834152,1600,"linear",1.96226215362549,0.222250938415527,1,1,0.954627989525245,0.95656882618678
"123",123,0.233623972813083,0.0863788473342546,200,"multiplicative",0.902644872665405,0.155416965484619,0.428571428571429,0.428571428571429,0.731281197189844,0.713811548625415
"124",124,0.0249225255064399,0.665961685664959,1600,"interaction",1.88149499893188,0.215131998062134,0.666666666666667,0.666666666666667,0.488684042549822,0.510601090072086
"125",125,0.409733920131031,0.277670293081417,800,"multiplicative",1.30127811431885,0.185052871704102,0.666666666666667,0.666666666666667,0.744964787897243,0.743291690916806
"126",126,0.410306633390435,0.141690275089717,1600,"linear",1.90836405754089,0.217345952987671,1,1,0.926573531659248,0.929106674904607
"127",127,0.0106622262899166,0.301884638749064,400,"cond_imp",1.01370692253113,0.163940906524658,0.25,0.25,-0.176620472444918,-0.186591968266672
"128",128,0.468713451896887,0.512606859771122,400,"suppression",1.01223397254944,0.16896915435791,0.666666666666667,0.666666666666667,0.788738488470807,0.782414154073979
"129",129,0.0489090012323745,0.474781522679738,1600,"cond_imp",1.97146010398865,0.210656881332397,0.666666666666667,0.666666666666667,0.356030578178989,0.358716816342158
"130",130,0.256565739951486,0.506000396341105,200,"local_only",0.903048038482666,0.157402992248535,0.666666666666667,0.666666666666667,0.67288562591485,0.690548156025566
"131",131,0.178718266210845,0.81469409206332,200,"suppression",0.905747890472412,0.168910026550293,0.428571428571429,0.428571428571429,0.752372614604624,0.747931119224716
"132",132,0.433127770128328,0.322135323659551,800,"local_only",1.29975605010986,0.183265924453735,0.428571428571429,0.428571428571429,0.941520040977259,0.937514155613433
"133",133,0.576533488537875,0.417809983274079,200,"interaction",0.991980075836182,0.168020963668823,0.666666666666667,0.666666666666667,0.819110610723331,0.829290114711092
"134",134,0.431357170530197,0.450035464881774,200,"interaction",0.950143814086914,0.165373086929321,0.666666666666667,0.666666666666667,0.575199528185521,0.551382165787232
"135",135,0.489169161801037,0.685283611025426,400,"local_only",1.0543270111084,0.169368982315063,0.666666666666667,0.666666666666667,0.746713177153825,0.70499694693272
"136",136,0.110425738284493,0.756210423096029,800,"interaction",1.54607081413269,0.190514087677002,0.428571428571429,0.428571428571429,0.685316021002143,0.698495765781037
"137",137,0.369479549921059,0.866174856402066,200,"cond_imp",0.913578033447266,0.173470973968506,0.428571428571429,0.428571428571429,0.286832592551171,0.254789056210974
"138",138,0.329684527724605,0.415417834303088,800,"multiplicative",1.29272603988647,0.192570924758911,0.428571428571429,0.428571428571429,0.677076643957495,0.673297889427569
"139",139,0.132159958241803,0.346697845638998,100,"cond_imp",0.856842994689941,0.1578528881073,0.25,0.428571428571429,0.331844776455171,0.345645972260909
"140",140,0.0656171493344864,0.432777555197881,400,"local_only",1.08073616027832,0.172524929046631,0.428571428571429,0.428571428571429,0.881477608563706,0.890064791928889
"141",141,0.409976551093888,0.234004993544202,100,"interaction",0.854286909103394,0.161197185516357,0.428571428571429,0.428571428571429,0.306886931297595,0.366125310876923
"142",142,0.418533917808685,0.878916296156726,1600,"local_only",1.95918416976929,0.220459938049316,0.428571428571429,0.428571428571429,0.98914112243088,0.986577743976725
"143",143,0.501049676262385,0.777361676490686,100,"signal_diff",0.868963956832886,0.161226034164429,0.428571428571429,0.428571428571429,0.93349869096883,0.931777672672756
"144",144,0.411066544591878,0.634427519575908,800,"interaction",1.31569409370422,0.182108879089355,1,1,0.988789088668503,0.987420020297331
"145",145,0.48646839931268,0.171550551355471,1600,"suppression",1.90531992912292,0.220031976699829,0.666666666666667,0.666666666666667,0.786266393652105,0.796091646200881
"146",146,0.12756769236505,0.413453064555823,100,"multiplicative",0.975000858306885,0.157899141311646,0.666666666666667,0.666666666666667,0.195345278294912,0.201449412070917
"147",147,0.508870902155793,0.160469905537958,1600,"suppression",1.84093499183655,0.208760976791382,1,1,0.726778691417371,0.725653379926347
"148",148,0.231773873374091,0.0291020666605863,800,"local_only",1.29117608070374,0.186743974685669,0.666666666666667,0.666666666666667,0.927854282841315,0.932099770254265
"149",149,0.144828372058529,0.280265329381262,400,"signal_diff",1.15382194519043,0.18149995803833,0.666666666666667,0.666666666666667,0.876401266086254,0.874924570368049
"150",150,0.0491244862829086,0.407899993086047,100,"suppression",0.860418796539307,0.160604000091553,0.25,0.25,-0.0265381964832636,-0.0558107196048677
"151",151,0.582213594741288,0.410899006125283,100,"local_only",0.847173929214478,0.179809093475342,0.428571428571429,0.428571428571429,0.732060148411037,0.746530615598614
"152",152,0.177233913788724,0.324221796551285,1600,"linear",1.91612005233765,0.216907024383545,1,1,0.837454661340996,0.838553504261272
"153",153,0.364723184393352,0.688111574139262,400,"linear",1.02869606018066,0.17519998550415,1,1,0.859314538777697,0.861212687637224
"154",154,0.336884275421484,0.0921393231407225,800,"suppression",1.29942202568054,0.182739019393921,0.666666666666667,0.666666666666667,0.727747418324281,0.712448120452027
"155",155,0.32700536512237,0.110261136767062,1600,"signal_diff",1.91942095756531,0.222400903701782,0.666666666666667,0.666666666666667,0.968962635258873,0.968547197334484
"156",156,0.0322916949439497,0.695182188413547,400,"multiplicative",1.07445096969604,0.19184398651123,0.428571428571429,0.428571428571429,0.64928309214493,0.6521599643316
"157",157,0.508372954777809,0.718090320020632,1600,"signal_diff",2.11466503143311,0.226181983947754,0.666666666666667,0.666666666666667,0.966957800058212,0.963775603455808
"158",158,0.315066498083489,0.127639093540826,800,"multiplicative",1.3321590423584,0.192347049713135,0.428571428571429,0.428571428571429,0.388847390669339,0.397560388294801
